URL,Tên xe,Giá,Số ghế,Năm SX,Nhiên liệu,Kiểu dáng,Tình trạng,Km đã đi,Hộp số,Xuất xứ,Tỉnh thành,Ngày đăng
https://oto.com.vn/mua-ban-xe-volvo-xc60-ha-noi/xe-chu-di-giu-chat-xe-con-dep-bao-zin-aidxc23369459,Volvo XC60 B6 AWD Inscription 2021,1599000000,5,2021,Máy xăng,SUV,Xe cũ,80.000 km,Số tự động,Nhập khẩu,Long Biên - Hà Nội,28/02/2025
https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-hai-phong/may-moc-hop-so-nguyen-ban-aidxc23376812,Mercedes-Benz GLC 200 4Matic 2021,1320000000,5,2021,Máy xăng,SUV,Xe cũ,75.000 km,Số tự động,Nhập khẩu,Kiến An - Hải Phòng,22/09/2025
https://oto.com.vn/mua-ban-xe-kia-morning-hai-phong/gia-tot-sang-ten-ngay-du-ho-so-aidxc23376460,Kia Morning GT-LINE 2022,355000000,5,2022,Máy xăng,Hatchback,Xe cũ,62.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,10/09/2025
https://oto.com.vn/mua-ban-xe-mercedes-benz-c200-hai-phong/xe-1-chu-tu-dau-gia-tot-sang-ten-ngay-aidxc23376458,Mercedes-Benz C200 Exclusive 2019,850000000,5,2019,Máy xăng,Sedan,Xe cũ,58.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,23/04/2025
https://oto.com.vn/mua-ban-xe-peugeot-3008-hai-phong/gia-tot-du-ho-so-sang-ten-ngay-aidxc23376102,Peugeot 3008 Allure 2025,835000000,5,2025,Máy xăng,SUV,Xe cũ,7.000 km,Số tự động,Nhập khẩu,Kiến An - Hải Phòng,20/05/2025
https://oto.com.vn/mua-ban-xe-toyota-corolla-cross-hai-phong/xe-dep-dang-ky-2023-aidxc23376096,Toyota Corolla Cross 1.8 V  2022,695000000,5,2022,Máy xăng,Crossover,Xe cũ,50.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,25/07/2025
https://oto.com.vn/mua-ban-xe-ford-territory-hai-phong/xe-dep-1-chu-aidxc23376094,Ford Territory Titanium X 2023,795000000,5,2023,Máy xăng,SUV,Xe cũ,8.000 km,Số tự động,Nhập khẩu,Kiến An - Hải Phòng,05/04/2025
https://oto.com.vn/mua-ban-xe-ford-ranger-hai-phong/xe-cuc-dep-aidxc23376093,Ford Ranger XLS 2.0L 4x2 AT 2024,645000000,5,2024,Máy dầu,Bán tải,Xe cũ,17.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,06/01/2025
https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-hai-phong/xe-dep-bao-duong-full-hang-gia-tot-thuong-luong-aidxc23376089,Mercedes-Benz GLC 300 4Matic 2020,1390000000,5,2020,Máy xăng,SUV,Xe cũ,70.000 km,Số tự động,Nhập khẩu,Kiến An - Hải Phòng,06/08/2025
https://oto.com.vn/mua-ban-xe-vinfast-lux-a20-hai-phong/gia-tot-sang-ten-ngay-aidxc23375589,VinFast LUX A2.0 Nâng cao 2021,555000000,5,2021,Máy xăng,Sedan,Xe cũ,36.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,12/02/2025
https://oto.com.vn/mua-ban-xe-mg-zs-hai-phong/odo-6-van-km-1-chu-tu-dau-aidxc23370268,MG ZS 1.5 2WD Luxury 2021,435000000,5,2021,Máy xăng,SUV,Xe cũ,60.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,16/01/2025
https://oto.com.vn/mua-ban-xe-bmw-x4-hai-phong/sieu-luot-4-van-km-chu-di-giu-gin-bao-duong-full-hang-aidxc23370153,BMW X4 xDrive20i Msport 2020,1750000000,5,2020,Máy xăng,SUV,Xe cũ,40.000 km,Số tự động,Nhập khẩu,Kiến An - Hải Phòng,03/01/2025
https://oto.com.vn/mua-ban-xe-vinfast-lux-a20-hai-phong/xe-dep-bao-duong-full-hang-aidxc23368985,VinFast LUX A2.0 Tiêu chuẩn 2021,525000000,5,2021,Máy xăng,Sedan,Xe cũ,60.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,12/02/2025
https://oto.com.vn/mua-ban-xe-hyundai-santa-fe-hai-phong/xe-dep-bao-check-test-chu-di-giu-gin-aidxc23367521,Hyundai Santa Fe 2.2 Dầu Cao cấp 2023,1190000000,7,2023,Máy dầu,SUV,Xe cũ,44.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,25/05/2025
https://oto.com.vn/mua-ban-xe-vinfast-lux-a20-hai-phong/da-trang-bi-nhieu-option-xe-lan-banh-40000-km-aidxc23366834,VinFast LUX A2.0 Tiêu chuẩn 2021,535000000,5,2021,Máy xăng,Sedan,Xe cũ,40.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,01/04/2025
https://oto.com.vn/mua-ban-xe-hyundai-grand-i10-hai-phong/1-chu-tu-moi-gia-tot-thuong-luong-aidxc23365793,Hyundai Grand i10 2023,385000000,5,2023,Máy xăng,Hatchback,Xe cũ,30.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,31/01/2025
https://oto.com.vn/mua-ban-xe-ford-territory-hai-phong/gia-tot-sang-ten-ngay-du-ho-so-aidxc23364843,Ford Territory 1.5L Titanium 2022,725000000,5,2022,Máy xăng,SUV,Xe cũ,55.000 km,Số tự động,Nhập khẩu,Kiến An - Hải Phòng,12/02/2025
https://oto.com.vn/mua-ban-xe-kia-sonet-hai-phong/full-bao-duong-hang-xe-dep-chat-aidxc23362452,Kia Sonet 1.5 Deluxe 2023,495000000,5,2023,Máy xăng,,Xe cũ,24.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,27/04/2025
https://oto.com.vn/mua-ban-xe-mercedes-benz-e200-hai-phong/xe-dep-sieu-luot-moi-det-aidxc23362449,Mercedes-Benz E200 E200 2019,1055000000,5,2019,Máy xăng,Sedan,Xe cũ,40.000 km,Số tự động,Nhập khẩu,Kiến An - Hải Phòng,25/03/2025
https://oto.com.vn/mua-ban-xe-toyota-corolla-cross-hai-phong/xe-dep-sieu-luot-ban-v-aidxc23359828,Toyota Corolla Cross 1.8 V  2021,685000000,5,2021,Máy xăng,,Xe cũ,61.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,13/07/2025
https://oto.com.vn/mua-ban-xe-mitsubishi-xpander-cross-hai-phong/gia-615-trieu-aidxc23347906,Mitsubishi Xpander Cross 1.5 AT 2023,615000000,7,2023,Máy xăng,SUV,Xe cũ,30.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,01/04/2025
https://oto.com.vn/mua-ban-xe-toyota-camry-hai-phong/xe-dep-du-ho-so-bao-hanh-full-hang-aidxc23347472,Toyota Camry 2.0Q 2022,985000000,5,2022,Máy xăng,Sedan,Xe cũ,40.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,19/02/2025
https://oto.com.vn/mua-ban-xe-kia-k3-hai-phong/chu-di-giu-gin-bao-check-test-aidxc23345002,Kia K3 2.0 Premium 2022,525000000,5,2022,Máy xăng,Sedan,Xe cũ,40.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,19/03/2025
https://oto.com.vn/mua-ban-xe-mitsubishi-outlander-hai-phong/xe-chu-di-giu-gin-gia-tot-thuong-luong-aidxc23343220,Mitsubishi Outlander 2.0 CVT 2020,595000000,7,2020,Máy xăng,SUV,Xe cũ,71.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,17/01/2025
https://oto.com.vn/mua-ban-xe-toyota-yaris-hai-phong/nhap-khau-nguyen-chiec-con-dep-cung-485tr-aidxc23338294,Toyota Yaris 1.5G 2020,485000000,5,2020,Máy xăng,Hatchback,Xe cũ,80.000 km,Số tự động,Nhập khẩu,Kiến An - Hải Phòng,29/04/2025
https://oto.com.vn/mua-ban-xe-mercedes-benz-c200-hai-phong/odo-7-van-km-aidxc23335664,Mercedes-Benz C200 2.0 AT 2016,575000000,5,2016,Máy xăng,Sedan,Xe cũ,70.000 km,Số tự động,Nhập khẩu,Kiến An - Hải Phòng,27/02/2025
https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-hai-phong/dep-net-qua-on-trong-tam-giahon-700-cu-aidxc23333825,Mercedes-Benz GLC 250 4Matic 2017,785000000,5,2017,Máy xăng,SUV,Xe cũ,94.000 km,Số tự động,Nhập khẩu,Kiến An - Hải Phòng,09/03/2025
https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-hai-phong/mau-do-noi-that-kem-aidxc23331509,Mercedes-Benz GLC 200 4Matic 2018,845000000,5,2018,Máy xăng,SUV,Xe cũ,86.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,19/04/2025
https://oto.com.vn/mua-ban-xe-honda-city-hai-phong/ban-445-trieu-aidxc23331295,Honda City 1.5 L 2022,435000000,5,2022,Máy xăng,Sedan,Xe cũ,70.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,25/06/2025
https://oto.com.vn/mua-ban-xe-lexus-nx-200t-hai-phong/cam-ket-chat-luong-xe-aidxc23328915,Lexus NX 200T 2015,990000000,5,2015,Máy xăng,SUV,Xe cũ,98.000 km,Số tự động,Nhập khẩu,Kiến An - Hải Phòng,05/03/2025
https://oto.com.vn/mua-ban-xe-kia-cerato-hai-phong/sedan-sang-trong-tiet-kiem-chay-em-nhu-moi-aidxc23318847,Kia Cerato 1.6 AT Deluxe 2020,445000000,5,2020,Máy xăng,Sedan,Xe cũ,65.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,20/04/2025
https://oto.com.vn/mua-ban-xe-mazda-cx-5-hai-phong/715tr-bao-ho-so-goc-cam-tay-aidxc23315222,Mazda CX-5 2.0 Deluxe 2023,715000000,5,2023,Máy xăng,SUV,Xe cũ,13.000 km,Số tự động,Trong nước,Kiến An - Hải Phòng,04/08/2025
https://oto.com.vn/mua-ban-xe-mazda-2-hai-phong/xe-nu-lai-cuc-ki-dep-va-giu-gin-aidxc23308092,Mazda 2 Sport 1.5L Premium 2021,455000000,5,2021,Máy xăng,Sport Car,Xe cũ,60.000 km,Số tự động,Nhập khẩu,Kiến An - Hải Phòng,26/04/2025
https://oto.com.vn/mua-ban-xe-landrover-range-rover-ha-noi/xe-tu-nhan-1-chu-bien-aidxc23351313,Land Rover Range Rover Autobiography 3.0L P400 2021,6380000000,5,2021,Máy xăng,SUV,Xe cũ,35.000 km,Số tự động,Nhập khẩu,Long Biên - Hà Nội,12/08/2025
https://oto.com.vn/mua-ban-xe-bmw-z4-ha-noi/sieu-hot-xe-net-cang-son-zin-aidxc23367969,BMW Z4 sDrive20i  2011,850000000,2,2011,Máy xăng,Convertible,Xe cũ,70.000 km,Số tự động,Nhập khẩu,Long Biên - Hà Nội,31/01/2025
https://oto.com.vn/mua-ban-xe-ford-ranger-hai-phong/salon-xin-duoc-chao-ban-chiec-xe-aidxc23371128,Ford Ranger Wildtrak 2.2 4x2 AT 2014,315000000,5,2014,Máy dầu,Bán tải,Xe cũ,140.000 km,Số tự động,Trong nước,Đồ Sơn - Hải Phòng,24/01/2025
https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-da-nang/2015-18g-at-nau-aidxc23373483,Toyota Corolla Altis 1.8 G 2015,415000000,5,2015,Máy xăng,Sedan,Xe cũ,78.000 km,Số tự động,Trong nước,Thanh Khê - Đà Nẵng,24/08/2025
https://oto.com.vn/mua-ban-xe-kia-sorento-hcm/xe-da-qua-su-dung-ho-tro-vay-ngan-hang-aidxc23376389,Kia Sorento 2.2D Luxury 2020,799000000,7,2020,Máy dầu,SUV,Xe cũ,51.000 km,Số tự động,Trong nước,Bình Tân - Tp.HCM,12/03/2025
https://oto.com.vn/mua-ban-xe-mercedes-benz-c200-hcm/xe-sang-trong-da-qua-su-dung-chat-luong-dam-bao-aidxc23374039,Mercedes-Benz C200 Avantgarde Plus 2022,1379000000,5,2022,Máy xăng,Sedan,Xe cũ,16.000 km,Số tự động,Trong nước,Bình Tân - Tp.HCM,23/09/2025
https://oto.com.vn/mua-ban-xe-mercedes-benz-c300-hcm/chiec-xe-cu-chat-luong-cao-bao-test-moi-hinh-thuc-aidxc23371678,Mercedes-Benz C300 AMG 2019,999000000,5,2019,Máy xăng,Sedan,Xe cũ,89.000 km,Số tự động,Trong nước,Bình Tân - Tp.HCM,12/01/2025
https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-hcm/xe-san-xuat-2022-chat-luong-nhu-moi-aidxc23334659,Mercedes-Benz GLC 200 V1 2022,1379000000,5,2022,Máy xăng,SUV,Xe cũ,28.000 km,Số tự động,Trong nước,Bình Tân - Tp.HCM,05/05/2025
https://oto.com.vn/mua-ban-xe-hyundai-porter-ha-noi/ban-ll-dong-lanh-nhap-khau-noi-dia-han-quoc-doi-2015-dang-ky-lan-dau-2017-aidxc23271841,Hyundai Porter II 2015,350000000,3,2015,Máy dầu,Xe tải,Xe cũ,10.000 km,Số sàn,Nhập khẩu,Đông Anh - Hà Nội,09/01/2025
https://oto.com.vn/mua-ban-xe-kia-cerato-ha-noi/xe-cu-chat-luong-cao-gia-tot-aidxc23368865,Kia Cerato 2.0 AT Premium 2019,450000000,5,2019,Máy xăng,Sedan,Xe cũ,76.000 km,Số tự động,Trong nước,Thanh Xuân - Hà Nội,21/04/2025
https://oto.com.vn/mua-ban-xe-hyundai-elantra-ha-noi/odo-4v-km-zin-bao-duong-dinh-ky-aidxc23368916,Hyundai Elantra   2.0 AT 2021,490000000,5,2021,Máy xăng,Sedan,Xe cũ,40.000 km,Số tự động,Trong nước,Thanh Xuân - Hà Nội,01/07/2025
https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/da-them-trang-bi-cuc-ben-aidxc23351669,Toyota Fortuner 2.7V 2015,485000000,7,2015,Máy xăng,SUV,Xe cũ,100.000 km,Số tự động,Trong nước,Thanh Xuân - Hà Nội,27/03/2025
https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/xe-cu-chat-luong-van-hanh-em-ai-aidxc23372358,Toyota Camry 2.4G 2011,345000000,5,2011,Máy xăng,Sedan,Xe cũ,150.000 km,Số tự động,Trong nước,Thanh Xuân - Hà Nội,19/02/2025
https://oto.com.vn/mua-ban-xe-mercedes-benz-280e-hcm/mer-e280-doi-2006-xe-dep-gia128tr-xe-chinh-chu-giay-to-hop-le-aidxc23366997,Mercedes-Benz 280E 2006,148000000,5,2006,Máy xăng,Sedan,Xe cũ,89.000 km,Số tự động,Trong nước,Quận 10 - Tp.HCM,16/02/2025
https://oto.com.vn/mua-ban-xe-kia-rondo-hcm/can-ban-20-san-xuat-2019-xe-zin-rat-dep-noi-that-da-zin-aidxc23353820,Kia Rondo 2.0 GATH 2019,398000000,7,2019,Máy xăng,Hatchback,Xe cũ,45.000 km,Số tự động,Trong nước,Quận 10 - Tp.HCM,07/09/2025
https://oto.com.vn/mua-ban-xe-chevrolet-captiva-hcm/can-ban-ltz-doi-2013-so-tu-dong-mau-trang-xe-zin-dep-aidxc23353818,Chevrolet Captiva LTZ 2.0 2013,268000000,7,2013,Máy xăng,SUV,Xe cũ,85.000 km,Số tự động,Trong nước,Quận 10 - Tp.HCM,20/05/2025
https://oto.com.vn/mua-ban-xe-kia-sedona-ha-noi/odo-cuc-it-xe-1-chu-giu-gin-bao-duong-thuong-xuyen-aidxc23353123,Kia Sedona 3.3 GAT 2015,435000000,7,2015,Máy xăng,MPV,Xe cũ,30.000 km,Số tự động,Nhập khẩu,Thanh Xuân - Hà Nội,08/10/2025
https://oto.com.vn/mua-ban-xe-ford-ranger-hcm/xe-nhapgia-totuy-tin-chat-luong-aidxc23356360,Ford Ranger Wildtrak 2.2 4x2 AT 2016,515000000,5,2016,Máy dầu,Bán tải,Xe cũ,59.000 km,Số tự động,Trong nước,Tân Phú - Tp.HCM,30/09/2025
https://oto.com.vn/mua-ban-xe-ford-transit-hcm/van-6-cho-2018chay-bang-b2-khong-gio-cam-aidxc23367813,Ford Transit 9 Chỗ 2.4 Diesel 2018,465000000,6,2018,Máy dầu,Van/Minivan,Xe cũ,130.000 km,Số sàn,Trong nước,Tân Phú - Tp.HCM,19/04/2025
https://oto.com.vn/mua-ban-xe-ford-focus-hcm/12019-sport-15ecoboost1-chu-xe-zin-aidxc23371466,Ford Focus 1.5L EcoBoost Sport 2018,465000000,5,2018,Máy xăng,Hatchback,Xe cũ,76.000 km,Số tự động,Nhập khẩu,Tân Phú - Tp.HCM,03/09/2025
https://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/s-2018-aidxc23374910,Kia Morning S 1.25 AT 2018,288000000,5,2018,Máy xăng,Hatchback,Xe cũ,90.000 km,Số tự động,Trong nước,Thanh Xuân - Hà Nội,12/01/2025
https://oto.com.vn/mua-ban-xe-kia-k3-ha-noi/20-premium-2022-aidxc23371134,Kia K3 2.0 Premium 2022,565000000,5,2022,Máy xăng,Sedan,Xe cũ,60.000 km,Số tự động,Trong nước,Thanh Xuân - Hà Nội,01/03/2025
https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-prado-ha-noi/oyota-27at-nhap-khau-nguyen-chiec-sx-2019-mau-den-aidxc23321995,Toyota Land Cruiser Prado VX 2019,1900000000,7,2019,Máy xăng,SUV,Xe cũ,85.981 km,Số tự động,Nhập khẩu,Thanh Xuân - Hà Nội,18/09/2025
https://oto.com.vn/mua-ban-xe-lexus-rx-300-ha-noi/t-2022-ban-xe-o-to-cu-uy-tin-tai-aidxc23372056,Lexus RX 300 T 2022,2800000000,5,2022,Máy xăng,SUV,Xe cũ,60.000 km,Số tự động,Nhập khẩu,Thanh Xuân - Hà Nội,29/03/2025
https://oto.com.vn/mua-ban-xe-honda-cr-v-ha-noi/ban-xe-o-to-cu-uy-tin-tai-crv-l-2020-aidxc23346815,Honda CR-V 1.5 L 2020,799000000,5,2020,Máy xăng,SUV,Xe cũ,55.131 km,Số tự động,Trong nước,Thanh Xuân - Hà Nội,01/10/2025
https://oto.com.vn/mua-ban-xe-ford-ranger-ha-noi/xem-xe-tai-chu-di-giu-gin-aidxc23325458,Ford Ranger XLS 2.0L 4x2 AT 2018,470000000,0,2018,Máy xăng,,Xe cũ,120.000 km,Số tự động,Trong nước,Hà Đông - Hà Nội,28/06/2025
https://oto.com.vn/mua-ban-xe-nissan-navara-ha-noi/du-ho-so-sang-ten-xe-dep-ban-el-aidxc23353627,Nissan Navara 2017,370000000,0,2017,Máy xăng,,Xe cũ,75.000 km,Số tự động,Nhập khẩu,Hà Đông - Hà Nội,17/02/2025
https://oto.com.vn/mua-ban-xe-ford-ranger-ha-noi/xls-4x2-2014-aidxc23376074,Ford Ranger XLS 2.0L 4x2 AT 2014,344000000,5,2014,Máy dầu,Bán tải,Xe cũ,190.000 km,Số tự động,Nhập khẩu,Thanh Xuân - Hà Nội,23/04/2025
https://oto.com.vn/mua-ban-xe-mitsubishi-outlander-ha-noi/ban-20at-san-xuat-va-dang-ky-2021-aidxc23235230,Mitsubishi Outlander 2.0 CVT 2021,650000000,7,2021,Máy xăng,SUV,Xe cũ,01 km,Số tự động,Trong nước,Thanh Xuân - Hà Nội,24/06/2025
https://oto.com.vn/mua-ban-xe-kia-carnival-ha-noi/canival-22d-signature-2024-aidxc23375381,Kia Carnival 2.2D Signature 2024,1366000000,7,2024,Máy dầu,SUV,Xe cũ,60.000 km,Số tự động,Trong nước,Thanh Xuân - Hà Nội,22/01/2025
https://oto.com.vn/mua-ban-xe-mazda-bt-50-ha-noi/du-ho-so-sang-ten-aidxc23364292,Mazda BT-50 1.9 AT 4x2 2020,470000000,5,2020,Máy dầu,Bán tải,Xe cũ,70.000 km,Số tự động,Nhập khẩu,Hà Đông - Hà Nội,23/04/2025
https://oto.com.vn/mua-ban-xe-lexus-rx-300-hcm/model-2021-aidxc23372216,Lexus RX 300 2021,2850000000,5,2021,Máy xăng,SUV,Xe cũ,12.000 km,Số tự động,Trong nước,Gò Vấp - Tp.HCM,02/10/2025
https://oto.com.vn/mua-ban-xe-mitsubishi-xpander-ha-noi/15-at-2019-aidxc23375373,Mitsubishi Xpander 1.5 AT  2019,433000000,7,2019,Máy xăng,MPV,Xe cũ,93.000 km,Số tự động,Nhập khẩu,Thanh Xuân - Hà Nội,27/02/2025
https://oto.com.vn/mua-ban-xe-lexus-gx-460-hcm/model-2016-aidxc23318552,Lexus GX 460 2016,2350000000,7,2016,Máy xăng,SUV,Xe cũ,68.000 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,06/07/2025
https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-prado-hai-duong/noi-that-rong-rai-trang-bi-full-option-aidxc23364023,Toyota Land Cruiser Prado GX 2017,1350000000,7,2017,Máy xăng,SUV,Xe cũ,100.000 km,Số tự động,Nhập khẩu,Chí Linh - Hải Dương,30/06/2025
https://oto.com.vn/mua-ban-xe-mercedes-benz-s-450l-hcm/s450l-limited-edition-model-2021-aidxc23373860,Mercedes-Benz S450L Luxury 2021,2450000000,5,2021,Máy xăng,Sedan,Xe cũ,39.000 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,02/01/2025
https://oto.com.vn/mua-ban-xe-lexus-gx-460-hcm/model-2016-aidxc23324042,Lexus GX 460 2016,2350000000,7,2016,Máy xăng,SUV,Xe cũ,68.000 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,28/06/2025
https://oto.com.vn/mua-ban-xe-hyundai-accent-hai-phong/xe-nhap-han-quoc-dep-gia-tot-thuong-luong-aidxc23314067,Hyundai Accent 1.4 AT 2012,238000000,0,2012,Máy xăng,,Xe cũ,120.000 km,Số tự động,Nhập khẩu,An Lão - Hải Phòng,03/02/2025
https://oto.com.vn/mua-ban-xe-lexus-es-250-hcm/model-2021-aidxc23306836,Lexus ES 250 2021,1980000000,5,2021,Máy xăng,Sedan,Xe cũ,29.000 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,25/07/2025
https://oto.com.vn/mua-ban-xe-volvo-xc90-hcm/t8-awd-recharge-inscription-model-2022-aidxc23271854,Volvo XC90 2022,3300000000,7,2022,Hybrid,SUV,Xe cũ,19.000 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,03/10/2025
https://oto.com.vn/mua-ban-xe-honda-cr-v-hai-phong/ban-e-nhap-khau-nguyen-chiec-tu-thai-aidxc23364477,Honda CR-V 1.5 E 2019,658000000,5,2019,Máy xăng,SUV,Xe cũ,68.000 km,Số tự động,Nhập khẩu,An Dương - Hải Phòng,29/04/2025
https://oto.com.vn/mua-ban-xe-kia-morning-hai-duong/xe-dep-ban-dac-biet-aidxc23364020,Kia Morning 2011,230000000,5,2011,Máy xăng,Hatchback,Xe cũ,100.000 km,Số tự động,Trong nước,Chí Linh - Hải Dương,20/08/2025
https://oto.com.vn/mua-ban-xe-mercedes-benz-c200-hcm/bao-hanh-6-thang-aidxc23301664,Mercedes-Benz C200 2015,575000000,5,2015,Máy xăng,Sedan,Xe cũ,60.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM,31/03/2025
https://oto.com.vn/mua-ban-xe-kia-sorento-hcm/den-huyen-bi-model-2021-aidxc23375401,Kia Sorento 2.2 DAT Premium 2020,799000000,7,2020,Máy dầu,SUV,Xe cũ,50.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM,07/09/2025
https://oto.com.vn/mua-ban-xe-mazda-cx-8-ha-noi/xe-con-bao-hanh-chinh-hang-den-het-2028-tiet-kiem-kha-kha-so-voi-mua-moi-aidxc23361569,Mazda CX-8 Premium 2025,1040000000,7,2025,Máy xăng,SUV,Xe cũ,6.000 km,Số tự động,Trong nước,Long Biên - Hà Nội,25/07/2025
https://oto.com.vn/mua-ban-xe-peugeot-5008-hcm/suv-7-cho-dong-co-16l-turbo-manh-me-aidxc23356788,Peugeot 5008 Allure 2022,819000000,7,2022,Máy xăng,SUV,Xe cũ,30.000 km,Số tự động,Nhập khẩu,Thủ Đức - Tp.HCM,29/06/2025
https://oto.com.vn/mua-ban-xe-mercedes-benz-s-450l-hcm/s450l-limited-edition-model-2021-aidxc23373861,Mercedes-Benz S450L Luxury 2021,2450000000,5,2021,Máy xăng,Sedan,Xe cũ,39.000 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,08/06/2025
https://oto.com.vn/mua-ban-xe-mazda-cx-8-ha-noi/xe-con-bao-hanh-chinh-hang-den-het-2028-tiet-kiem-kha-kha-so-voi-mua-moi-aidxc23361569,Mazda CX-8 Premium 2025,1040000000,7,2025,Máy xăng,SUV,Xe cũ,6.000 km,Số tự động,Trong nước,Long Biên - Hà Nội,17/01/2025
